CountryName,CountryCode,IndicatorName,IndicatorCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Euro area,EMU,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,311507774,2638756274,3261377173,4454100965,4957720335,8187690908,8399126667,8865042707,11098252464,12684123391,14035462238,12383182240,11589930592,10879475700,10211687766,10278883992,13008260774,15777664393,17446838376,17315566720,21109710235,20535366267,23970648776,23703531614,21612544677,26484737518,26076196340,24389798266,25431750506,27816248371,26695672009,28490632183,29268760943,35739922339,42978044730,45243099626,49640172506,61523519081,84497465556,81779899076,76624017865,83239916590,77646102348,83968224580,84385591064,78062862521,81505740794,86665580066
Eritrea,ERI,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4198775,1265691,1309558,,,,,,,,,,,,,,,,,
Spain,ESP,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,1717613,2945085,2655160,1246556,7489694,11255760,11797624,16502720,15740971,23020279,130917481,128680985,129935959,162415482,246620331,158846365,207192769,392980839,498084558,490554745,645759196,754788474,833185835,1017174928,549865013,621656919,573669680,532484881,538768706,704397104,733210206,793891305,897430862,748934270,556775793,433740912,456098616,379306977,333542017,372277223,367888779,304064697,362357883
Estonia,EST,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320204,180916,759945,3489549,2192881,4576594,3152281,3358921,3038226,2237405,4758523,18539154,26462866,50404944,75421948,92627250,97911993,92353367,123301893,113465873,113206582,100296072,113853796,93647845,121855335,150832286
Ethiopia,ETH,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,2415459,917874,676328,579710,676328,289855,483092,338164,821256,531401,869565,434783,869565,628019,386473,736329,420000,349159,243604,1084585,5237573,4259555,3449004,12556901,14023478,16578458,17267000,9223745,16399501,14131042,14567673,21303990,26549565,66311639,19084260,19882145,23077322,14253223,14437634,29869539,12461832
European Union,EUU,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,336637240,2666068522,3292873787,4499896375,4996013582,8240569898,8474982151,8967418325,11166885383,12758875032,14118229580,12464121304,11727098439,11117547370,10447247687,10569079274,13346176546,17725609491,19556312497,19607860726,22543710842,21985620338,25506823197,24952663556,23549888341,29367330130,28723733753,27304306724,28709492889,35066202322,34343006490,36519134116,38076557373,45973750186,56072697002,60195467613,66618003249,82305493645,107123590822,100308732710,94533337177,102302138286,96504710868,103628431069,106383024476,98360202042,102735900009,110856471003
Fragile and conflict affected situations,FCS,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,5400000,3279988,7940000,15281492,248770098,377141526,1340321772,1578679042,1773986004,2265671578,2453166920,2406393898,2800392617,1929517365,1498800323,1378090414,1446856219,1383098115,1235405557,1320144216,1267692774,1261688759,1122907674,899360511,905285355,997108942,887028333,931006552,1020196842,1230893078,1343252889,4234816583,5820452202,6495410904,6376889555,6843501894,5799770274,7764499873,9890833493,9767899238,9187239199,11168700672,13366091392,9896024238,9307620291,9295570754,6945265765
Finland,FIN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,6792973,8280724,11640783,13151628,13136023,14749096,12016345,12288873,12384395,11145952,12376422,6316862,7287922,9574397,5593505,15720900,58528760,34072172,35023239,41520259,54089789,54874347,88702318,103769670,110903252,99717315,96682238,113395205,149039224,224710362,266359347,436668690,553417171,684977549,686145307,721010718,444918723,774729446,835073730,761788596,927351867,880858929,897084916
Fiji,FJI,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,9883418,10342745,12321171,8150582,8672393,8220975,11009453,14123473,13667151,12165634,21101124,21540834,25278582,22089291,23284851,28412874,29509363,40048458,36365524,37597832,40413784,2219279,3814612,3892773,3828252,16144154,7870730,9760248,9143560,12872974,7166443,9632096,10521426,8225961,8469441,10660461,9093674,12251570,13949538
France,FRA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,2506303955,2526193604,2768169189,3671261963,4372491699,5070108398,4668909668,4341056641,4114147949,3839024902,4172761719,5141358398,5759801270,6387636230,5568719727,6773122237,6891364594,7978348004,7284907935,4148438984,4794655249,4319043066,3991027127,4236760893,4816444916,5120725879,5383032356,6128108456,7715385558,9088098147,9474864508,10281273909,11947226373,13269071547,11757105610,12029053950,12849119422,12565631505,13425170365,13725934613,12787010561,13311517738,13503434869
Faroe Islands,FRO,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6920000,6150000,5740000,13410000,9640000,5110000,5334267,18335387,23417696,33371206,41017651,31363118,31029077,34404215,,,,,,
"Micronesia, Fed. Sts.",FSM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15247400,16560900,17020700,17913900,16452600,17330800,,,
Gabon,GAB,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,69973808,141358444,143553879,83575165,78817734,92136261,88956192,104192879,165114136,146404816,153433853,128585999,147319822,117331405,145829980,196353629,156338735,99226998,113292395,104156570,89190341,84706957,77579832,95900828,96449265,115156510,110298458,185594147,,154763490,277656411,253478346,159042307,239379342,355744068,,,,,
United Kingdom,GBR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580819824,1624140381,1737755127,1171509949,1090311675,1056599124,837831251,1306238894,1865982454,1277046627,1512520008,1408536572,5111709044,5366131133,5462692455,5996404559,6990702303,8930419145,9643117679,10645651381,11596568483,11211837188,9274761990,9565109385,9931101010,10077435197,10528125662,11569365231,10702661997,10186791941,9726591640
Georgia,GEO,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800000,4500000,39400000,21019632,19835373,18911615,22164543,23869314,27107352,26741268,31699143,50979900,33609069,55132166,76800464,86732443,87714488,86131110,95862423,100492400,122154262
Ghana,GHA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,15681960,9400000,9900000,6200000,12500000,13900000,10900000,3600000,3200000,3300000,3500000,3400000,3700000,3900000,3900000,4600000,4799400,5000000,5400000,5600000,5900000,6089513,6399200,,,,,,,,,,,7990000,4840000,8942032,2607106387,1548909688,1112210000
Gibraltar,GIB,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,11750000,11720000,19730000,18330000,20400000,20940000,21570000,19920000,22240000,10430000,11261000,14400000,22930000,17927620,26910850,36833046,17810000,46376411,47950000,59860000,51600000,38960000,55510000,44870000,40980000,38810000,50720000,80680000,35857981,25699501,33870677,27780000
"Gambia, The",GMB,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,2536264,2631836,2328188,2024540,1720892,1292364,,,,,,,,,,,,,,,,,,,,526103,522143,742946,946706,14640732,3185324,8412068,58119088,91362709,66136002,69585194,25235850,20288573,18757991,16936520
Guinea-Bissau,GNB,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,18600000,12600000,5500000,4000000,11500000,11600000,9900000,15750000,11620000,20010000,14960000,14820000,13240000,3410000,3696594,3983189,4269783,4556377,4842972,5129566,5416161,6488297,5373995,5351982,4322132,4330027,16750187,20190171,19650119,29957650,24964981,34545176,36523916,38406677,23574000,
Equatorial Guinea,GNQ,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331409,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,45000000,55000000,55000000,59000000,59000000,65000000,64000000,77000000,58000000,45000000,60000000,77000000,95000000,118000000,122000000,118000000,173000000,250000000,222000000,300000000,319000000,342000000,0,630600000,545100000,536000000,411367963,379207394,496556038,902438433,981939486,1459758668,1911719247,1842956259,1932272323,1940511771,1437901255,1291125436,1424002782,974842248,718239272,881133147
Grenada,GRD,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,2600000,5200000,5100000,4300000,5162963,6025926,6888889,7296296,7518518,111111,25926,22222,18519,18519,18519,25926,,822222,892593,940741,1214815,1214815,1214815,1214815,1214815,1422548,1476889,1595040,1795856,1496148,1511708,1554410,1600109,1665146,40271120,44162056,44716703,47004459
Greenland,GRL,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,8000000,7200000,8100000,11400000,7100000,3200000,3200000,7200000,6000000,6000000,7500000,5500000,9300000,13500000,19200000,19700000,8600000,10600000,7800000,12700000,20500000,33300000,26900000,55600000,32488093,81922957,86086000,33700000,42100000,45500000,16900000,26058251,21976700,20762364,26789200,27905200,27637290,26717460,24879300,27000000,28200000
Guam,GUM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,426667,,,,,,,,,,,2720000,9050000,8550000,8970000,23300000,17900000,21600000,27200000,27400000,24100000,53100000,50400000,80627000,54806000,48429000,61144000,72154443,85624875,128119879,138270000,183688021,122837355,122229530,131992083,137963413,
High income,HIC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,1064267249,3668658365,4412519745,5879168898,6637234341,10499153722,11311956187,14336403893,18873969895,21809513673,24427653457,27658887330,28501264575,28112750581,28047780870,28553946931,34643239324,40782903177,45582769015,50217781894,60302401062,66100218419,72825875978,76244884943,80407538048,90080395398,92423347801,91557973318,94082034403,106925227682,107937305322,115351751992,122219783016,132781323639,147595496132,157679047038,175868942851,208123820723,249343534471,242191832614,244463528634,276316726993,277958377901,299128070779,312523404610,303604324573,313654615272,326881503366
"Hong Kong SAR, China",HKG,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175202272,167069718,225384933,308511000,298887657,317206836,320620656,348086664,376550918,387625009,393106655,413326244,482936786,554344974,607118505,656398055,711498699,758670561,816526003,874829095
Honduras,HND,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100000,9500000,500000,600000,9400000,11500000,10900000,12004819,16634547,483546,2121697,2487220,36950000,27187940,27285338,32975284,36431743,40938147,42100000,41100000,41100000,65100000
Heavily indebted poor countries (HIPC),HPC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,5400000,3279988,7940000,97286626,393371823,509435947,610664139,851763714,1209196248,1536069625,1183308824,1061603674,1035450622,943112150,968346007,1274828960,1349685726,1313196936,1125176169,1184989540,1148112628,1203277973,1092413192,833772928,829682522,931925387,962093220,974050005,1260401816,1347409626,1277988128,1496319373,1541078941,1594559063,1783550970,1977230596,2252910290,2741902211,3087305401,3665960211,4421252905,4740109103,5375427573,4874597468,7076955428,5854449851,3970281630
Croatia,HRV,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14678982,37422013,35479434,43294100,64996306,70878589,87132887,109470731,116977781,137613275,183458187,237047055,267229175,235203658,235945088,248664583,247440156,267400673,297413713,275480854,278367512,304404575
Haiti,HTI,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,5400000,3279988,7940000,10399991,39380001,44840000,44099998,47279999,50680000,54340000,61840000,47340000,43480000,45000000,47240002,53400002,56919998,60680000,63459999,,,,,,,,,,,11000000,19340000,22000000,31350000,38520000,59686000,75515000,96408000,117080212,134824004,166978562,240237394,231924077,247694321,248597074,247297661,266344547,297710340
Hungary,HUN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125795058,79687943,72976531,59806975,80264886,69612445,83935556,90445678,91159749,774004647,911633122,981236076,1367381513,1526310796,1192171514,1133316404,1194844408,1088627375,837135543,881813648,685403485,788368389,922368481
IBRD only,IBD,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,336599899,376861067,384714314,544144946,721160859,1022991259,1115667547,2243487471,2781797852,2797046857,3714292040,4127700541,4311494235,4317403592,3486908424,2986308780,2738282763,2940854413,3095485496,3313284182,3700959971,3164434015,3522058060,3608959337,4087821736,5550757604,5853124630,6424792469,7101343177,4915804400,6581003687,8228479012,15188061513,18298483646,25338767263,29998391943,38149554629,49790804038,65736117289,59845020749,57130708899,63513872015,76705922371,88851830671,86953429925,84641642583,82240846459,87187620041
IDA & IBRD total,IBT,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,336599899,382303083,388043130,552299400,818589758,1422186082,1666693006,3129618087,3983396948,4517426966,5955059840,5979256500,6000256657,5923410964,4898559044,4335987106,4269542581,4428099633,4565311324,4571762104,5093359858,4563182803,4946271501,4902212083,5141631814,6684690536,7125223331,7732448559,8438301316,6477090998,8230625891,9842780632,17122362960,20378560643,27901756036,32917630525,41891295634,53874901995,70622631014,65012082770,63551756180,70751331731,84519523154,97551887031,95143737992,95977301245,91834029144,94375211148
IDA total,IDA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,5442017,3328816,8154454,97428899,399194823,551025459,886130616,1201599096,1720380109,2240767800,1851555958,1688762422,1606007371,1411650620,1349678326,1531259818,1487245220,1469825828,1258477922,1392399887,1398748788,1424213442,1293252746,1053810078,1133932933,1272098700,1307656090,1336958139,1561286598,1649622204,1614301620,1934301447,2080076997,2562988773,2919238583,3741741005,4084097957,4886513725,5167062021,6421047281,7237459716,7813600782,8700056360,8190308067,11335658662,9593182684,7187591107
IDA blend,IDB,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,5719583,42314684,287363159,380752520,562927615,843968504,791351969,723635538,700505122,586850616,534885400,410128073,300916538,346606837,263220379,243588740,239323210,265409487,191852904,141322033,89918684,109012515,163458267,182851109,154839346,123346683,147350223,218499158,287926342,384004341,478992324,610278752,686057550,853886950,911522973,1009144636,1341508685,1486605403,1264554776,951219150,2214440620,2187335103,1480703315
Indonesia,IDN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913221516,1178915745,1359066196,1654250000,1971467530,2701592136,2839937799,3163740018,3633613325,3951108963,4119081644,4605139443,5150593775,5203492343
IDA only,IDX,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,5442017,3328816,8154454,97428899,393475240,508710776,598767457,820846576,1157452494,1396799296,1060203990,965126885,905502249,824800004,814792926,1121131745,1186328683,1123218991,995257543,1148811146,1159425578,1158803955,1101399843,912488045,1044014249,1163086185,1144197823,1154107029,1406447252,1526275521,1466951398,1715802289,1792150655,2178984431,2440246259,3131462253,3398040408,4032626776,4255539048,5411902644,5895951030,6326995379,7435501584,7239088917,9121218042,7405847581,5706887792
Isle of Man,IMN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,9138853,11641250,57404831,10211729,29241802,15402513,13516845,39727379,27499765,30896383,42055763,65468292,93125847,98650078,105592308,51584170,67776932,259423927,350832857,419173567,537989270,161582930,44157098,36167395,486141919,751084697,1186800148,1265419810,1652783174,1348282858,1561865362,2059330846,3812363581,2889988305,3828678498,4077745356,4963082154,6431771261,6221785953,4882832496,5622636935,6958929628
Not classified,INX,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,87452072,61831905,92841347,195164475,152347992,127232048,165348129,167839157,177219315,159769455,161722656,173176376,179248428,169957230,166191528,120483360,180892624,273767792,587765564,787950378,997123779,1440647093,1852563234,2520369868,2672496663,2548698513,2266570107,2193535814,1996128202,1957719800,1959508592,1564024377,1541417452,1614466259
"Iran, Islamic Rep.",IRN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82500000,781300000,17300000,31400000,26700000,48400000,78000000,548000000,484000000,599300000,539300000,349600000,
Iceland,ISL,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,300000,2000000,3900000,5100000,5500000,4600000,5300000,3800000,5600000,4800000,6700000,17299999,16500000,16799999,11713797,14966202,12560952,10409043,7365356,21252091,15572461,19909494,16108859,13955216,23393862,14302009,20677660,19339718,28360552,54414501,81573538,114813174,100739987,68069903,67201021,72746205,65977681,72595710,94215503,84084339,149576061,320203239
Israel,ISR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,11000000,11000000,6000000,6000000,9000000,20000000,14000000,8000000,18000000,15000000,31000000,38099998,452600006,511500000,499100006,410100006,552799988,751299988,749000000,731000000,850000000,795000000,1116700000,907600000,919200000,1407200000,2025100000,2399300000,2874000000,3080800000,3255100000,3038700000,2780500000,2501900000,2217800000,2205600000,2349900000,2827300000,3636000000,3464500000,3768500000,4251000000,4220000000,4837300000,4832800000,4732700000,4999600000,5966600000
Italy,ITA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,105599999,108243904,126869934,175003220,198391205,247421448,208277268,242560730,304236908,350365570,427576019,446069336,517390381,502223755,499334412,605836548,795286804,1287891724,1924740234,2700931641,3668683915,2574479989,2444044325,2297129121,2113071417,1689112684,1975768211,2028259000,2262866024,1920731601,1945049350,1896649089,2060511066,2511101015,2686582892,2588159184,2462544367,2870808214,14445316276,14390123215,12885667789,14500933995,11825663076,11566170207,11132583951,9442566905,9173029621,9248751086
Jamaica,JAM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,40900002,34900002,34599998,37799999,35200001,35000000,32200001,36500000,38900002,57799999,41500000,40200001,23200001,24100000,10800000,11200000,11500000,13700000,32100000,50100000,70100000,83600000,105100000,119500000,152000000,179400000,242300000,322200000,390894011,368741514,357926850,396182578,364617029,268997711,279309927,305485140,333540513,297425708,275081798,287140244,298112485,295932641
Jordan,JOR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,20482956,45614697,65464447,79917824,154422592,157463593,176992584,200530716,253816773,235973663,246961517,184380325,154724106,91060104,70515838,61105331,86057651,78073089,93023019,107062200,99858956,200000000,207052186,203949224,197461213,193234923,193935169,226939351,272073343,349224260,401551481,479266735,471779168,502253521,605211268,549859155,684788732,534929577,675211268,596760563,570000000,672816901
Japan,JPN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,130000000,160000000,200000000,220000000,240000000,330000000,320000000,290000000,,,,,,,1298408203,1371243774,1574901367,1582775146,1820253784,3035564721,3118271084,2913909321,3032998092,2530781278,2345078421,2678810110,1504285472,1212182603,1149537317,3332164589,3639371943,4548088347,3932046367,4365714733,4536170392,4042571071,2872330560,4214761758,4000341421,5066869685,5282863264
Kazakhstan,KAZ,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600000,19200000,24100000,35900000,60500000,121441940,203146500,364817563,650850447,1219483643,1893131775,2958485460,4212277482,3461671985,2934061284,3005774880,3409435907,3808907823,3803988119,3550131173,3077889688,2323846304,2668504026
Kenya,KEN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,5719583,17449200,12807252,22770250,18460775,13476748,13484390,10895116,11418684,6799005,5537935,6656090,9116052,7663224,2916519,6371437,3439016,6983927,,7136412,8749785,8754288,45864899,70600679,26039933,,5091443,5714348,6584530,34022965,56408977,25399012,16364508,64495401,60803848,19103878,25857337,14509118,16198367,170953254,35050868,17907899,20214210
Kyrgyz Republic,KGZ,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654000,3706000,9817000,7780000,14000000,15311636,11888972,11170044,13344073,14369923,18427293,29582512,53275426,68113503,90495432,100559428,107496106,167720004,227621484,285908188,389512596,453942296,362554963,377876057,476119143
Cambodia,KHM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14100000,14900000,38400000,52000000,77200000,38800000,41900000,54202170,59617900,52346450,69656040,56198080,56246790,128490500,120240500,118396500,170627500,159287132,163000010,192436819,265124288,297255645,359610112,314340835,356857492,325073386
Kiribati,KIR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,4876817,2732725,1723713,1724378,1531511,1491857,1047563,1336921,1190326,1484481,1423379,1327030,1557929,1615689,1224024,731127,,,,,,,,,,,,92348,545133,634659,556991,1030968,1200629,1216065,1103376,1137842,948076,936986,
St. Kitts and Nevis,KNA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,1700000,2000000,500000,588889,629630,1048148,1925926,2177778,2403704,7644444,6348148,,,4003704,2574074,911111,1677778,2518519,3166667,2333333,7292593,8033333,7761378,7321752,7671122,7506981,5364777,5643773,6165897,5735365,5634597,6439677,6480530,6741897,12354149,13929170,15824934,16389126
"Korea, Rep.",KOR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,1000000,2000000,3000000,4000000,57700001,33299999,26799999,21400000,36599998,27000000,36500000,33900002,154800003,821400024,1008900000,1247900000,1366700000,1137400000,1299100000,1989100000,2785400000,2722300000,1634700000,2366500000,3471300000,4336200000,5705000000,6628400000,6731100000,6667300000,7215100000,7723100000,7545200000,7152700000,9123000000,9585900000,9380300000,8990900000,9570500000,8365200000,10457900000,12366200000
Kuwait,KWT,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,275831329,314651032,369897339,432644287,531903198,691830505,688701965,875270508,864563232,962636475,1044045288,1083984131,1101688110,1179087891,1283275757,769617445,425653800,828721745,1229133716,1330547313,1353670917,1376046147,1374655024,1611126869,1731191226,1734302377,1784912694,1925543132,2143876846,2404479131,2647602740,3183238048,9763770985,10322571366,11749212892,11864003973,13012206030,15459199374,17711480681,18128476350,15202536401,15287570250,13760108803
Latin America & Caribbean (excluding high income),LAC,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,100000000,98438740,108479928,128245560,160831671,308378101,410666843,515075360,680359996,623100003,823505900,809908862,1067368321,456730000,540042965,601305927,564083124,564387777,598714447,758117037,891053601,953664018,1111219556,1175872907,1188777135,859626383,1065856925,999092645,1158098447,1202981489,1659625561,1654835427,1681792698,1535181940,1622331362,1712189700,1984882927,2557226383,3032925061,2584084776,3812582555,4176075090,4314547164,5514258115,5408422717,5053634379,5012710385,6070513725
Lao PDR,LAO,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,200000,500000,400000,400000,400000,400000,400000,440000,463050,486203,996715,800000,840000,5410944,6000000,9360746,22370008,19314933,75643119,70175689,68704001,54165306,43338072,39476134,103058586
Lebanon,LBN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520630000,4081075682,4232697026,4011675055,3445148822,2961900000,4365960000,5749154020,4390475745,4377027028,4698442226,4949422790,4288964955,3674947485,4170870500,4453754483
Liberia,LBR,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,34999989,31999990,32999992,74999977,125999962,120899963,102399971,136199966,125899963,,,,,,,,,,,,,,,,,176171,193789,213167,255220,480663,1008166,300506670,306604494,434537278,394922691,364440781,339788071,357014805,315532438
Libya,LBY,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,839720215,931934021,831613464,1052184448,1530813477,1574718018,2031730835,1240318481,858967835,489860687,466285004,496909699,471626221,445657364,408936302,394241441,323947594,282746810,221932618,271520290,192029739,207881339,213017909,463000000,683000000,786000000,676000000,975000000,914000000,945000000,762200000,964200000,1361000000,1609000000,650000000,1971000000,3199300000,1119700000,839800000,755800000,
St. Lucia,LCA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,,,,,,,,,,,,,500000,1050000,1600000,1600000,3951852,3285185,4151852,3377778,4459259,1759259,,3037037,1851852,1888889,5811111,2266667,2329630,2592593,2592593,2777778,2777778,2777778,2777778,2992500,3118148,3242911,3343441,3235448,3331270,3359586,3289035,3328503,5940941,9992961,13087035,13525859
Latin America & Caribbean,LCN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,,,,,,,,,,100550000,98793193,108896317,129062211,161270004,320526611,445313525,556300360,750618331,697808337,1042322566,1046308863,1297076653,629693889,721647596,752277545,698051645,716891481,781050284,964537910,1073742863,1180838643,1338991887,1430904789,1457134462,1150296897,1371643258,1339272274,1513878410,1586237735,2092839318,2091364936,1994880681,1918024465,2082421848,2315042063,2798803659,3554178693,4248958924,4091353824,5687053023,6648933234,6823887766,8068808037,8110597444,7896458293,8142389780,9347941208
